date,last day of the month,dataset type,number of datasets
07/01/2020,0,jpeg,6
07/01/2020,0,tar,3
07/01/2020,0,ods,3
07/01/2020,0,map_srvc,2
07/01/2020,0,kml,2
07/01/2020,0,gif,2
07/01/2020,0,shp,1
07/01/2020,0,dtd_xml,1
07/01/2020,0,e00,1
08/01/2020,0,zip,24971
08/01/2020,0,tsv,8578
08/01/2020,0,html,6253
08/01/2020,0,op_datpro,5748
08/01/2020,0,pdf,2170
08/01/2020,0,csv,1713
08/01/2020,0,xml,1499
08/01/2020,0,xls,1087
08/01/2020,0,odf,1019
08/01/2020,0,fmx4,576
08/01/2020,0,xlsx,346
08/01/2020,0,mdb,316
08/01/2020,0,rdf_xml,289
08/01/2020,0,json,168
08/01/2020,0,doc,128
08/01/2020,0,txt,120
08/01/2020,0,dbf,94
08/01/2020,0,sparqlq,59
08/01/2020,0,rdf_n_triples,49
08/01/2020,0,rdf_turtle,44
08/01/2020,0,rdfa,36
08/01/2020,0,json_ld,36
08/01/2020,0,png,35
08/01/2020,0,pptx,32
08/01/2020,0,rss,25
08/01/2020,0,fmx3,22
08/01/2020,0,ppt,11
08/01/2020,0,tiff,10
08/01/2020,0,rdf,7
08/01/2020,0,arc,6
08/01/2020,0,jpeg,6
08/01/2020,0,tar,3
08/01/2020,0,ods,3
08/01/2020,0,map_srvc,2
08/01/2020,0,kml,2
08/01/2020,0,gif,2
08/01/2020,0,shp,1
08/01/2020,0,dtd_xml,1
08/01/2020,0,e00,1
09/01/2020,0,zip,25585
09/01/2020,0,tsv,8885
09/01/2020,0,html,6253
09/01/2020,0,op_datpro,6099
09/01/2020,0,pdf,2170
09/01/2020,0,csv,1713
09/01/2020,0,xml,1499
09/01/2020,0,xls,1087
09/01/2020,0,odf,1019
09/01/2020,0,fmx4,576
09/01/2020,0,xlsx,346
09/01/2020,0,mdb,316
09/01/2020,0,rdf_xml,289
09/01/2020,0,json,168
09/01/2020,0,doc,128
09/01/2020,0,txt,120
09/01/2020,0,dbf,94
09/01/2020,0,sparqlq,59
09/01/2020,0,rdf_n_triples,49
09/01/2020,0,rdf_turtle,44
09/01/2020,0,rdfa,36
09/01/2020,0,json_ld,36
09/01/2020,0,png,35
09/01/2020,0,pptx,32
09/01/2020,0,rss,25
09/01/2020,0,fmx3,22
09/01/2020,0,ppt,11
09/01/2020,0,tiff,10
09/01/2020,0,rdf,7
09/01/2020,0,arc,6
09/01/2020,0,jpeg,6
09/01/2020,0,tar,3
09/01/2020,0,ods,3
09/01/2020,0,map_srvc,2
09/01/2020,0,kml,2
09/01/2020,0,gif,2
09/01/2020,0,shp,1
09/01/2020,0,dtd_xml,1
09/01/2020,0,e00,1
10/01/2020,0,zip,25585
10/01/2020,0,tsv,8885
10/01/2020,0,html,6253
10/01/2020,0,op_datpro,6099
10/01/2020,0,pdf,2170
10/01/2020,0,csv,1713
10/01/2020,0,xml,1499
10/01/2020,0,xls,1087
10/01/2020,0,odf,1019
10/01/2020,0,fmx4,576
10/01/2020,0,xlsx,346
10/01/2020,0,mdb,316
10/01/2020,0,rdf_xml,289
10/01/2020,0,json,168
10/01/2020,0,doc,128
10/01/2020,0,txt,120
10/01/2020,0,dbf,94
10/01/2020,0,sparqlq,59
10/01/2020,0,rdf_n_triples,49
10/01/2020,0,rdf_turtle,44
10/01/2020,0,rdfa,36
10/01/2020,0,json_ld,36
10/01/2020,0,png,35
10/01/2020,0,pptx,32
10/01/2020,0,rss,25
10/01/2020,0,fmx3,22
10/01/2020,0,ppt,11
10/01/2020,0,tiff,10
10/01/2020,0,rdf,7
10/01/2020,0,arc,6
10/01/2020,0,jpeg,6
10/01/2020,0,tar,3
10/01/2020,0,ods,3
10/01/2020,0,map_srvc,2
10/01/2020,0,kml,2
10/01/2020,0,gif,2
10/01/2020,0,shp,1
10/01/2020,0,dtd_xml,1
10/01/2020,0,e00,1
11/01/2020,0,zip,25585
11/01/2020,0,tsv,8885
11/01/2020,0,html,6253
11/01/2020,0,op_datpro,6099
11/01/2020,0,pdf,2170
11/01/2020,0,csv,1713
11/01/2020,0,xml,1499
11/01/2020,0,xls,1087
11/01/2020,0,odf,1019
11/01/2020,0,fmx4,576
11/01/2020,0,xlsx,346
11/01/2020,0,mdb,316
11/01/2020,0,rdf_xml,289
11/01/2020,0,json,168
11/01/2020,0,doc,128
11/01/2020,0,txt,120
11/01/2020,0,dbf,94
11/01/2020,0,sparqlq,59
11/01/2020,0,rdf_n_triples,49
11/01/2020,0,rdf_turtle,44
11/01/2020,0,rdfa,36
11/01/2020,0,json_ld,36
11/01/2020,0,png,35
11/01/2020,0,pptx,32
11/01/2020,0,rss,25
11/01/2020,0,fmx3,22
11/01/2020,0,ppt,11
11/01/2020,0,tiff,10
11/01/2020,0,rdf,7
11/01/2020,0,arc,6
11/01/2020,0,jpeg,6
11/01/2020,0,tar,3
11/01/2020,0,ods,3
11/01/2020,0,map_srvc,2
11/01/2020,0,kml,2
11/01/2020,0,gif,2
11/01/2020,0,shp,1
11/01/2020,0,dtd_xml,1
11/01/2020,0,e00,1
12/01/2020,0,zip,25585
12/01/2020,0,tsv,8885
12/01/2020,0,html,6253
12/01/2020,0,op_datpro,6099
12/01/2020,0,pdf,2170
12/01/2020,0,csv,1713
12/01/2020,0,xml,1499
12/01/2020,0,xls,1087
12/01/2020,0,odf,1019
12/01/2020,0,fmx4,576
12/01/2020,0,xlsx,346
12/01/2020,0,mdb,316
12/01/2020,0,rdf_xml,289
12/01/2020,0,json,168
12/01/2020,0,doc,128
12/01/2020,0,txt,120
12/01/2020,0,dbf,94
12/01/2020,0,sparqlq,59
12/01/2020,0,rdf_n_triples,49
12/01/2020,0,rdf_turtle,44
12/01/2020,0,rdfa,36
12/01/2020,0,json_ld,36
12/01/2020,0,png,35
12/01/2020,0,pptx,32
12/01/2020,0,rss,25
12/01/2020,0,fmx3,22
12/01/2020,0,ppt,11
12/01/2020,0,tiff,10
12/01/2020,0,rdf,7
12/01/2020,0,arc,6
12/01/2020,0,jpeg,6
12/01/2020,0,tar,3
12/01/2020,0,ods,3
12/01/2020,0,map_srvc,2
12/01/2020,0,kml,2
12/01/2020,0,gif,2
12/01/2020,0,shp,1
12/01/2020,0,dtd_xml,1
12/01/2020,0,e00,1
13/01/2020,0,zip,25585
13/01/2020,0,tsv,8885
13/01/2020,0,html,6253
13/01/2020,0,op_datpro,6099
13/01/2020,0,pdf,2170
13/01/2020,0,csv,1713
13/01/2020,0,xml,1499
13/01/2020,0,xls,1087
13/01/2020,0,odf,1019
13/01/2020,0,fmx4,576
13/01/2020,0,xlsx,346
13/01/2020,0,mdb,316
13/01/2020,0,rdf_xml,289
13/01/2020,0,json,168
13/01/2020,0,doc,128
13/01/2020,0,txt,120
13/01/2020,0,dbf,94
13/01/2020,0,sparqlq,59
13/01/2020,0,rdf_n_triples,49
13/01/2020,0,rdf_turtle,44
13/01/2020,0,rdfa,36
13/01/2020,0,json_ld,36
13/01/2020,0,png,35
13/01/2020,0,pptx,32
13/01/2020,0,rss,25
13/01/2020,0,fmx3,22
13/01/2020,0,ppt,11
13/01/2020,0,tiff,10
13/01/2020,0,rdf,7
13/01/2020,0,arc,6
13/01/2020,0,jpeg,6
13/01/2020,0,tar,3
13/01/2020,0,ods,3
13/01/2020,0,map_srvc,2
13/01/2020,0,kml,2
13/01/2020,0,gif,2
13/01/2020,0,shp,1
13/01/2020,0,dtd_xml,1
13/01/2020,0,e00,1
14/01/2020,0,zip,25592
14/01/2020,0,tsv,8885
14/01/2020,0,html,6253
14/01/2020,0,op_datpro,6099
14/01/2020,0,pdf,2170
14/01/2020,0,csv,1713
14/01/2020,0,xml,1499
14/01/2020,0,xls,1087
14/01/2020,0,odf,1019
14/01/2020,0,fmx4,576
14/01/2020,0,xlsx,346
14/01/2020,0,mdb,316
14/01/2020,0,rdf_xml,289
14/01/2020,0,json,168
14/01/2020,0,doc,128
14/01/2020,0,txt,120
14/01/2020,0,dbf,94
14/01/2020,0,sparqlq,59
14/01/2020,0,rdf_n_triples,49
14/01/2020,0,rdf_turtle,44
14/01/2020,0,rdfa,36
14/01/2020,0,json_ld,36
14/01/2020,0,png,35
14/01/2020,0,pptx,32
14/01/2020,0,rss,25
14/01/2020,0,fmx3,22
14/01/2020,0,ppt,11
14/01/2020,0,tiff,10
14/01/2020,0,rdf,7
14/01/2020,0,arc,6
14/01/2020,0,jpeg,6
14/01/2020,0,tar,3
14/01/2020,0,ods,3
14/01/2020,0,map_srvc,2
14/01/2020,0,kml,2
14/01/2020,0,gif,2
14/01/2020,0,shp,1
14/01/2020,0,dtd_xml,1
14/01/2020,0,e00,1
15/01/2020,0,zip,25592
15/01/2020,0,tsv,8885
15/01/2020,0,html,6253
15/01/2020,0,op_datpro,6099
15/01/2020,0,pdf,2170
15/01/2020,0,csv,1713
15/01/2020,0,xml,1499
15/01/2020,0,xls,1087
15/01/2020,0,odf,1019
15/01/2020,0,fmx4,576
15/01/2020,0,xlsx,346
15/01/2020,0,mdb,316
15/01/2020,0,rdf_xml,288
15/01/2020,0,json,168
15/01/2020,0,doc,128
15/01/2020,0,txt,120
15/01/2020,0,dbf,94
15/01/2020,0,sparqlq,59
15/01/2020,0,rdf_n_triples,49
15/01/2020,0,rdf_turtle,44
15/01/2020,0,rdfa,36
15/01/2020,0,json_ld,36
15/01/2020,0,png,35
15/01/2020,0,pptx,32
15/01/2020,0,rss,25
15/01/2020,0,fmx3,22
15/01/2020,0,ppt,11
15/01/2020,0,tiff,10
15/01/2020,0,rdf,7
15/01/2020,0,arc,6
15/01/2020,0,jpeg,6
15/01/2020,0,tar,3
15/01/2020,0,ods,3
15/01/2020,0,map_srvc,2
15/01/2020,0,kml,2
15/01/2020,0,gif,2
15/01/2020,0,shp,1
15/01/2020,0,dtd_xml,1
15/01/2020,0,e00,1
16/01/2020,0,zip,25592
16/01/2020,0,tsv,8885
16/01/2020,0,html,6253
16/01/2020,0,op_datpro,6099
16/01/2020,0,pdf,2170
16/01/2020,0,csv,1713
16/01/2020,0,xml,1499
16/01/2020,0,xls,1087
16/01/2020,0,odf,1019
16/01/2020,0,fmx4,576
16/01/2020,0,xlsx,346
16/01/2020,0,mdb,316
16/01/2020,0,rdf_xml,288
16/01/2020,0,json,168
16/01/2020,0,doc,128
16/01/2020,0,txt,120
16/01/2020,0,dbf,94
16/01/2020,0,sparqlq,59
16/01/2020,0,rdf_n_triples,49
16/01/2020,0,rdf_turtle,44
16/01/2020,0,rdfa,36
16/01/2020,0,json_ld,36
16/01/2020,0,png,35
16/01/2020,0,pptx,32
16/01/2020,0,rss,25
16/01/2020,0,fmx3,22
16/01/2020,0,ppt,11
16/01/2020,0,tiff,10
16/01/2020,0,rdf,7
16/01/2020,0,arc,6
16/01/2020,0,jpeg,6
16/01/2020,0,tar,3
16/01/2020,0,ods,3
16/01/2020,0,map_srvc,2
16/01/2020,0,kml,2
16/01/2020,0,gif,2
16/01/2020,0,shp,1
16/01/2020,0,dtd_xml,1
16/01/2020,0,e00,1
17/01/2020,0,zip,25592
17/01/2020,0,tsv,8885
17/01/2020,0,html,6253
17/01/2020,0,op_datpro,6099
17/01/2020,0,pdf,2170
17/01/2020,0,csv,1713
17/01/2020,0,xml,1499
17/01/2020,0,xls,1087
17/01/2020,0,odf,1019
17/01/2020,0,fmx4,576
17/01/2020,0,xlsx,346
17/01/2020,0,mdb,316
17/01/2020,0,rdf_xml,288
17/01/2020,0,json,168
17/01/2020,0,doc,128
17/01/2020,0,txt,120
17/01/2020,0,dbf,94
17/01/2020,0,sparqlq,59
17/01/2020,0,rdf_n_triples,49
17/01/2020,0,rdf_turtle,44
17/01/2020,0,rdfa,36
17/01/2020,0,json_ld,36
17/01/2020,0,png,35
17/01/2020,0,pptx,32
17/01/2020,0,rss,25
17/01/2020,0,fmx3,22
17/01/2020,0,ppt,11
17/01/2020,0,tiff,10
17/01/2020,0,rdf,7
17/01/2020,0,arc,6
17/01/2020,0,jpeg,6
17/01/2020,0,tar,3
17/01/2020,0,ods,3
17/01/2020,0,map_srvc,2
17/01/2020,0,kml,2
17/01/2020,0,gif,2
17/01/2020,0,shp,1
17/01/2020,0,dtd_xml,1
17/01/2020,0,e00,1
18/01/2020,0,zip,25592
18/01/2020,0,tsv,8885
18/01/2020,0,html,6253
18/01/2020,0,op_datpro,6099
18/01/2020,0,pdf,2170
18/01/2020,0,csv,1713
18/01/2020,0,xml,1499
18/01/2020,0,xls,1087
18/01/2020,0,odf,1019
18/01/2020,0,fmx4,576
18/01/2020,0,xlsx,346
18/01/2020,0,mdb,316
18/01/2020,0,rdf_xml,288
18/01/2020,0,json,168
18/01/2020,0,doc,128
18/01/2020,0,txt,120
18/01/2020,0,dbf,94
18/01/2020,0,sparqlq,59
18/01/2020,0,rdf_n_triples,49
18/01/2020,0,rdf_turtle,44
18/01/2020,0,rdfa,36
18/01/2020,0,json_ld,36
18/01/2020,0,png,35
18/01/2020,0,pptx,32
18/01/2020,0,rss,25
18/01/2020,0,fmx3,22
18/01/2020,0,ppt,11
18/01/2020,0,tiff,10
18/01/2020,0,rdf,7
18/01/2020,0,arc,6
18/01/2020,0,jpeg,6
18/01/2020,0,tar,3
18/01/2020,0,ods,3
18/01/2020,0,map_srvc,2
18/01/2020,0,kml,2
18/01/2020,0,gif,2
18/01/2020,0,shp,1
18/01/2020,0,dtd_xml,1
18/01/2020,0,e00,1
19/01/2020,0,zip,25592
19/01/2020,0,tsv,8885
19/01/2020,0,html,6253
19/01/2020,0,op_datpro,6099
19/01/2020,0,pdf,2170
19/01/2020,0,csv,1713
19/01/2020,0,xml,1499
19/01/2020,0,xls,1087
19/01/2020,0,odf,1019
19/01/2020,0,fmx4,576
19/01/2020,0,xlsx,346
19/01/2020,0,mdb,316
19/01/2020,0,rdf_xml,288
19/01/2020,0,json,168
19/01/2020,0,doc,128
19/01/2020,0,txt,120
19/01/2020,0,dbf,94
19/01/2020,0,sparqlq,59
19/01/2020,0,rdf_n_triples,49
19/01/2020,0,rdf_turtle,44
19/01/2020,0,rdfa,36
19/01/2020,0,json_ld,36
19/01/2020,0,png,35
19/01/2020,0,pptx,32
19/01/2020,0,rss,25
19/01/2020,0,fmx3,22
19/01/2020,0,ppt,11
19/01/2020,0,tiff,10
19/01/2020,0,rdf,7
19/01/2020,0,arc,6
19/01/2020,0,jpeg,6
19/01/2020,0,tar,3
19/01/2020,0,ods,3
19/01/2020,0,map_srvc,2
19/01/2020,0,kml,2
19/01/2020,0,gif,2
19/01/2020,0,shp,1
19/01/2020,0,dtd_xml,1
19/01/2020,0,e00,1
20/01/2020,0,zip,25592
20/01/2020,0,tsv,8885
20/01/2020,0,html,6253
20/01/2020,0,op_datpro,6099
20/01/2020,0,pdf,2172
20/01/2020,0,csv,1713
20/01/2020,0,xml,1499
20/01/2020,0,xls,1087
20/01/2020,0,odf,1019
20/01/2020,0,fmx4,576
20/01/2020,0,xlsx,346
20/01/2020,0,mdb,316
20/01/2020,0,rdf_xml,288
20/01/2020,0,json,168
20/01/2020,0,doc,128
20/01/2020,0,txt,120
20/01/2020,0,dbf,94
20/01/2020,0,sparqlq,59
20/01/2020,0,rdf_n_triples,49
20/01/2020,0,rdf_turtle,44
20/01/2020,0,rdfa,36
20/01/2020,0,json_ld,36
20/01/2020,0,png,35
20/01/2020,0,pptx,32
20/01/2020,0,rss,25
20/01/2020,0,fmx3,22
20/01/2020,0,ppt,11
20/01/2020,0,tiff,10
20/01/2020,0,rdf,7
20/01/2020,0,arc,6
20/01/2020,0,jpeg,6
20/01/2020,0,tar,3
20/01/2020,0,ods,3
20/01/2020,0,map_srvc,2
20/01/2020,0,kml,2
20/01/2020,0,gif,2
20/01/2020,0,shp,1
20/01/2020,0,dtd_xml,1
20/01/2020,0,e00,1
21/01/2020,0,zip,25592
21/01/2020,0,tsv,8885
21/01/2020,0,html,6253
21/01/2020,0,op_datpro,6099
21/01/2020,0,pdf,2172
21/01/2020,0,csv,1713
21/01/2020,0,xml,1499
21/01/2020,0,xls,1087
21/01/2020,0,odf,1019
21/01/2020,0,fmx4,576
21/01/2020,0,xlsx,346
21/01/2020,0,mdb,316
21/01/2020,0,rdf_xml,288
21/01/2020,0,json,168
21/01/2020,0,doc,128
21/01/2020,0,txt,120
21/01/2020,0,dbf,94
21/01/2020,0,sparqlq,59
21/01/2020,0,rdf_n_triples,49
21/01/2020,0,rdf_turtle,44
21/01/2020,0,rdfa,36
21/01/2020,0,json_ld,36
21/01/2020,0,png,35
21/01/2020,0,pptx,32
21/01/2020,0,rss,25
21/01/2020,0,fmx3,22
21/01/2020,0,ppt,11
21/01/2020,0,tiff,10
21/01/2020,0,rdf,7
21/01/2020,0,arc,6
21/01/2020,0,jpeg,6
21/01/2020,0,tar,3
21/01/2020,0,ods,3
21/01/2020,0,map_srvc,2
21/01/2020,0,kml,2
21/01/2020,0,gif,2
21/01/2020,0,shp,1
21/01/2020,0,dtd_xml,1
21/01/2020,0,e00,1
22/01/2020,0,zip,25592
22/01/2020,0,tsv,8885
22/01/2020,0,html,6253
22/01/2020,0,op_datpro,6099
22/01/2020,0,pdf,2173
22/01/2020,0,csv,1713
22/01/2020,0,xml,1499
22/01/2020,0,xls,1087
22/01/2020,0,odf,1019
22/01/2020,0,fmx4,576
22/01/2020,0,xlsx,346
22/01/2020,0,mdb,316
22/01/2020,0,rdf_xml,288
22/01/2020,0,json,168
22/01/2020,0,doc,128
22/01/2020,0,txt,120
22/01/2020,0,dbf,94
22/01/2020,0,sparqlq,59
22/01/2020,0,rdf_n_triples,49
22/01/2020,0,rdf_turtle,44
22/01/2020,0,rdfa,36
22/01/2020,0,json_ld,36
22/01/2020,0,png,35
22/01/2020,0,pptx,32
22/01/2020,0,rss,25
22/01/2020,0,fmx3,22
22/01/2020,0,ppt,11
22/01/2020,0,tiff,10
22/01/2020,0,rdf,7
22/01/2020,0,arc,6
22/01/2020,0,jpeg,6
22/01/2020,0,tar,3
22/01/2020,0,ods,3
22/01/2020,0,map_srvc,2
22/01/2020,0,kml,2
22/01/2020,0,gif,2
22/01/2020,0,shp,1
22/01/2020,0,dtd_xml,1
22/01/2020,0,e00,1
23/01/2020,0,zip,25592
23/01/2020,0,tsv,8885
23/01/2020,0,html,6253
23/01/2020,0,op_datpro,6099
23/01/2020,0,pdf,2183
23/01/2020,0,csv,1713
23/01/2020,0,xml,1499
23/01/2020,0,xls,1084
23/01/2020,0,odf,1019
23/01/2020,0,fmx4,576
23/01/2020,0,xlsx,349
23/01/2020,0,mdb,316
23/01/2020,0,rdf_xml,288
23/01/2020,0,json,168
23/01/2020,0,doc,128
23/01/2020,0,txt,120
23/01/2020,0,dbf,94
23/01/2020,0,sparqlq,59
23/01/2020,0,rdf_n_triples,49
23/01/2020,0,rdf_turtle,44
23/01/2020,0,rdfa,36
23/01/2020,0,json_ld,36
23/01/2020,0,png,35
23/01/2020,0,pptx,32
23/01/2020,0,rss,25
23/01/2020,0,fmx3,22
23/01/2020,0,ppt,11
23/01/2020,0,tiff,10
23/01/2020,0,rdf,7
23/01/2020,0,arc,6
23/01/2020,0,jpeg,6
23/01/2020,0,tar,3
23/01/2020,0,ods,3
23/01/2020,0,map_srvc,2
23/01/2020,0,kml,2
23/01/2020,0,gif,2
23/01/2020,0,shp,1
23/01/2020,0,dtd_xml,1
23/01/2020,0,e00,1
24/01/2020,0,zip,25581
24/01/2020,0,tsv,8885
24/01/2020,0,html,6253
24/01/2020,0,op_datpro,6099
24/01/2020,0,pdf,2183
24/01/2020,0,csv,1713
24/01/2020,0,xml,1499
24/01/2020,0,xls,1084
24/01/2020,0,odf,1019
24/01/2020,0,fmx4,576
24/01/2020,0,xlsx,349
24/01/2020,0,mdb,316
24/01/2020,0,rdf_xml,288
24/01/2020,0,json,168
24/01/2020,0,doc,128
24/01/2020,0,txt,120
24/01/2020,0,dbf,94
24/01/2020,0,sparqlq,59
24/01/2020,0,rdf_n_triples,49
24/01/2020,0,rdf_turtle,44
24/01/2020,0,rdfa,36
24/01/2020,0,json_ld,36
24/01/2020,0,png,35
24/01/2020,0,pptx,32
24/01/2020,0,rss,25
24/01/2020,0,fmx3,22
24/01/2020,0,ppt,11
24/01/2020,0,tiff,10
24/01/2020,0,rdf,7
24/01/2020,0,arc,6
24/01/2020,0,jpeg,6
24/01/2020,0,tar,3
24/01/2020,0,ods,3
24/01/2020,0,map_srvc,2
24/01/2020,0,kml,2
24/01/2020,0,gif,2
24/01/2020,0,shp,1
24/01/2020,0,dtd_xml,1
24/01/2020,0,e00,1
25/01/2020,0,zip,25585
25/01/2020,0,tsv,8885
25/01/2020,0,html,6269
25/01/2020,0,op_datpro,6172
25/01/2020,0,pdf,2183
25/01/2020,0,csv,1738
25/01/2020,0,xml,1499
25/01/2020,0,xls,1085
25/01/2020,0,odf,1019
25/01/2020,0,fmx4,576
25/01/2020,0,xlsx,353
25/01/2020,0,mdb,316
25/01/2020,0,rdf_xml,288
25/01/2020,0,json,172
25/01/2020,0,doc,128
25/01/2020,0,txt,120
25/01/2020,0,dbf,94
25/01/2020,0,sparqlq,59
25/01/2020,0,rdf_n_triples,49
25/01/2020,0,rdf_turtle,44
25/01/2020,0,png,36
25/01/2020,0,rdfa,36
25/01/2020,0,json_ld,36
25/01/2020,0,pptx,32
25/01/2020,0,rss,25
25/01/2020,0,fmx3,22
25/01/2020,0,ppt,11
25/01/2020,0,tiff,10
25/01/2020,0,rdf,7
25/01/2020,0,arc,6
25/01/2020,0,jpeg,6
25/01/2020,0,ods,4
25/01/2020,0,tar,3
25/01/2020,0,map_srvc,2
25/01/2020,0,kml,2
25/01/2020,0,gif,2
25/01/2020,0,shp,1
25/01/2020,0,dtd_xml,1
25/01/2020,0,e00,1
26/01/2020,0,zip,25585
26/01/2020,0,tsv,8885
26/01/2020,0,html,6269
26/01/2020,0,op_datpro,6172
26/01/2020,0,pdf,2183
26/01/2020,0,csv,1738
26/01/2020,0,xml,1499
26/01/2020,0,xls,1085
26/01/2020,0,odf,1019
26/01/2020,0,fmx4,576
26/01/2020,0,xlsx,353
26/01/2020,0,mdb,316
26/01/2020,0,rdf_xml,288
26/01/2020,0,json,172
26/01/2020,0,doc,128
26/01/2020,0,txt,120
26/01/2020,0,dbf,94
26/01/2020,0,sparqlq,59
26/01/2020,0,rdf_n_triples,49
26/01/2020,0,rdf_turtle,44
26/01/2020,0,png,36
26/01/2020,0,rdfa,36
26/01/2020,0,json_ld,36
26/01/2020,0,pptx,32
26/01/2020,0,rss,25
26/01/2020,0,fmx3,22
26/01/2020,0,ppt,11
26/01/2020,0,tiff,10
26/01/2020,0,rdf,7
26/01/2020,0,arc,6
26/01/2020,0,jpeg,6
26/01/2020,0,ods,4
26/01/2020,0,tar,3
26/01/2020,0,map_srvc,2
26/01/2020,0,kml,2
26/01/2020,0,gif,2
26/01/2020,0,shp,1
26/01/2020,0,dtd_xml,1
26/01/2020,0,e00,1
27/01/2020,0,zip,25587
27/01/2020,0,tsv,8886
27/01/2020,0,html,6269
27/01/2020,0,op_datpro,6172
27/01/2020,0,pdf,2183
27/01/2020,0,csv,1738
27/01/2020,0,xml,1499
27/01/2020,0,xls,1085
27/01/2020,0,odf,1019
27/01/2020,0,fmx4,576
27/01/2020,0,xlsx,353
27/01/2020,0,mdb,316
27/01/2020,0,rdf_xml,288
27/01/2020,0,json,172
27/01/2020,0,doc,128
27/01/2020,0,txt,120
27/01/2020,0,dbf,94
27/01/2020,0,sparqlq,59
27/01/2020,0,rdf_n_triples,49
27/01/2020,0,rdf_turtle,44
27/01/2020,0,png,36
27/01/2020,0,rdfa,36
27/01/2020,0,json_ld,36
27/01/2020,0,pptx,32
27/01/2020,0,rss,25
27/01/2020,0,fmx3,22
27/01/2020,0,ppt,11
27/01/2020,0,tiff,10
27/01/2020,0,rdf,7
27/01/2020,0,arc,6
27/01/2020,0,jpeg,6
27/01/2020,0,ods,4
27/01/2020,0,tar,3
27/01/2020,0,map_srvc,2
27/01/2020,0,kml,2
27/01/2020,0,gif,2
27/01/2020,0,shp,1
27/01/2020,0,dtd_xml,1
27/01/2020,0,e00,1
28/01/2020,0,zip,25587
28/01/2020,0,tsv,8886
28/01/2020,0,html,6269
28/01/2020,0,op_datpro,6172
28/01/2020,0,pdf,2183
28/01/2020,0,csv,1738
28/01/2020,0,xml,1499
28/01/2020,0,xls,1085
28/01/2020,0,odf,1019
28/01/2020,0,fmx4,576
28/01/2020,0,xlsx,353
28/01/2020,0,mdb,316
28/01/2020,0,rdf_xml,288
28/01/2020,0,json,172
28/01/2020,0,doc,128
28/01/2020,0,txt,120
28/01/2020,0,dbf,94
28/01/2020,0,sparqlq,59
28/01/2020,0,rdf_n_triples,49
28/01/2020,0,rdf_turtle,44
28/01/2020,0,png,36
28/01/2020,0,rdfa,36
28/01/2020,0,json_ld,36
28/01/2020,0,pptx,32
28/01/2020,0,rss,25
28/01/2020,0,fmx3,22
28/01/2020,0,ppt,11
28/01/2020,0,tiff,10
28/01/2020,0,rdf,7
28/01/2020,0,arc,6
28/01/2020,0,jpeg,6
28/01/2020,0,ods,4
28/01/2020,0,tar,3
28/01/2020,0,map_srvc,2
28/01/2020,0,kml,2
28/01/2020,0,gif,2
28/01/2020,0,shp,1
28/01/2020,0,dtd_xml,1
28/01/2020,0,e00,1
29/01/2020,0,zip,25595
29/01/2020,0,tsv,8890
29/01/2020,0,html,6269
29/01/2020,0,op_datpro,6184
29/01/2020,0,pdf,2183
29/01/2020,0,csv,1738
29/01/2020,0,xml,1499
29/01/2020,0,xls,1085
29/01/2020,0,odf,1019
29/01/2020,0,fmx4,576
29/01/2020,0,xlsx,353
29/01/2020,0,mdb,316
29/01/2020,0,rdf_xml,288
29/01/2020,0,json,172
29/01/2020,0,doc,128
29/01/2020,0,txt,120
29/01/2020,0,dbf,94
29/01/2020,0,sparqlq,59
29/01/2020,0,rdf_n_triples,49
29/01/2020,0,rdf_turtle,44
29/01/2020,0,png,36
29/01/2020,0,rdfa,36
29/01/2020,0,json_ld,36
29/01/2020,0,pptx,32
29/01/2020,0,rss,25
29/01/2020,0,fmx3,22
29/01/2020,0,ppt,11
29/01/2020,0,tiff,10
29/01/2020,0,rdf,7
29/01/2020,0,arc,6
29/01/2020,0,jpeg,6
29/01/2020,0,ods,4
29/01/2020,0,tar,3
29/01/2020,0,map_srvc,2
29/01/2020,0,kml,2
29/01/2020,0,gif,2
29/01/2020,0,shp,1
29/01/2020,0,dtd_xml,1
29/01/2020,0,e00,1
30/01/2020,0,zip,25602
30/01/2020,0,tsv,8890
30/01/2020,0,html,6269
30/01/2020,0,op_datpro,6184
30/01/2020,0,pdf,2183
30/01/2020,0,csv,1738
30/01/2020,0,xml,1499
30/01/2020,0,xls,1085
30/01/2020,0,odf,1019
30/01/2020,0,fmx4,576
30/01/2020,0,xlsx,353
30/01/2020,0,mdb,316
30/01/2020,0,rdf_xml,288
30/01/2020,0,json,172
30/01/2020,0,doc,128
30/01/2020,0,txt,120
30/01/2020,0,dbf,94
30/01/2020,0,sparqlq,59
30/01/2020,0,rdf_n_triples,49
30/01/2020,0,rdf_turtle,44
30/01/2020,0,png,36
30/01/2020,0,rdfa,36
30/01/2020,0,json_ld,36
30/01/2020,0,pptx,32
30/01/2020,0,rss,25
30/01/2020,0,fmx3,22
30/01/2020,0,ppt,11
30/01/2020,0,tiff,10
30/01/2020,0,rdf,7
30/01/2020,0,arc,6
30/01/2020,0,jpeg,6
30/01/2020,0,ods,4
30/01/2020,0,tar,3
30/01/2020,0,map_srvc,2
30/01/2020,0,kml,2
30/01/2020,0,gif,2
30/01/2020,0,shp,1
30/01/2020,0,dtd_xml,1
30/01/2020,0,e00,1
31/01/2020,1,zip,25602
31/01/2020,1,tsv,8890
31/01/2020,1,html,6269
